Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
4,125,GNB,Johnathan Franklin\FranJo01,RB,23,2013,0,0,0,1,1,11,0,0,0,0,0,19,107,1,4,30,0,3,,,UCLA,College Stats
4,126,TAM,William Gholston\GholWi00,DE,22,2018,0,0,4,22,22,87,0,0,0,0,0,0,0,0,0,0,0,154,,11.0,Michigan St.,College Stats
4,127,ATL,Malliciah Goodman\GoodMa01,DE,23,2016,0,0,1,5,5,37,0,0,0,0,0,0,0,0,0,0,0,12,,,Clemson,College Stats
4,128,SFO,Quinton Patton\PattQu00,WR,23,2016,0,0,1,7,7,40,0,0,0,0,0,3,51,0,73,880,1,,,,Louisiana Tech,College Stats
4,129,BAL,John Simon\SimoJo01,DE,22,2018,0,0,1,15,1,65,0,0,0,0,0,0,0,0,0,0,0,114,1,15.0,Ohio St.,College Stats
4,130,BAL,Kyle Juszczyk\JuszKy00,RB,22,2018,0,3,4,11,5,94,0,0,0,0,0,22,86,1,160,1408,7,7,,,Harvard,
4,131,SFO,Marcus Lattimore\LattMa00,RB,21,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina,College Stats
4,132,DET,Devin Taylor\TaylDe00,DE,23,2017,0,0,1,12,12,63,0,0,0,0,0,0,0,0,0,0,0,70,,15.0,South Carolina,College Stats
4,133,ATL,Levine Toilolo\ToilLe00,TE,22,2018,0,0,5,8,6,95,0,0,0,0,0,0,0,0,95,986,8,3,,,Stanford,College Stats
5,134,KAN,Sanders Commings\CommSa00,DB,23,2014,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,Georgia,College Stats
5,135,JAX,Denard Robinson\RobiDe00,WR,22,2016,0,0,1,8,8,55,0,2,0,0,0,263,1058,5,47,310,0,4,,,Michigan,College Stats
5,136,PHI,Earl Wolff\WolfEa00,DB,23,2014,0,0,0,4,4,18,0,0,0,0,0,0,0,0,0,0,0,43,1,,North Carolina St.,College Stats
5,137,SEA,Jesse Williams\WillJe02,DT,22,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,College Stats
5,138,SEA,Tharold Simon\SimoTh00,DB,22,2016,0,0,0,3,2,20,0,0,0,0,0,0,0,0,0,0,0,20,1,,LSU,College Stats
5,139,IND,Montori Hughes\HughMo00,DT,23,2016,0,0,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,17,,,Tenn-Martin,
5,140,ARI,Stepfan Taylor\TaylSt00,RB,22,2016,0,0,0,3,3,61,0,0,0,0,0,120,393,1,20,154,3,5,,,Stanford,College Stats
5,141,NYJ,Oday Aboushi\AbouOd00,T,22,2018,0,0,2,12,4,42,0,0,0,0,0,0,0,0,0,0,0,1,,,Virginia,College Stats
5,142,TEN,Lavar Edwards\EdwaLa00,DE,23,2017,0,0,0,1,1,25,0,0,0,0,0,0,0,0,0,0,0,14,,2.0,LSU,College Stats
5,143,BUF,Jonathan Meeks\MeekJo01,DB,23,2016,0,0,0,2,2,38,0,0,0,0,0,0,0,0,0,0,0,3,,,Clemson,
5,144,NOR,Kenny Stills\StilKe00,WR,21,2018,0,0,5,30,13,94,1,1,3,1,0,4,8,0,259,4138,32,2,,,Oklahoma,College Stats
5,145,SDG,Steve Williams\WillSt02,DB,22,2016,0,0,0,4,4,33,0,0,0,0,0,0,0,0,0,0,0,44,2,1.0,California,College Stats
5,146,DEN,Quanterus Smith\SmitQu00,DE,23,2014,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,7,,,Western Kentucky,
5,147,TAM,Steven Means\MeanSt00,DE,22,2018,0,0,0,5,1,34,0,0,0,0,0,0,0,0,0,0,0,15,,3.0,Buffalo,College Stats
5,148,CAR,A.J. Klein\KleiAJ00,LB,22,2018,0,0,3,23,11,88,0,0,0,0,0,0,0,0,0,0,0,172,2,8.0,Iowa St.,College Stats
5,149,STL,Brandon McGee\McGeBr00,DB,22,2015,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,14,,,Miami (FL),College Stats
5,150,PIT,Terry Hawthorne\HawtTe00,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,Illinois,College Stats
5,151,DAL,Joseph Randle\RandJo01,RB,21,2015,0,0,0,7,7,35,0,0,0,0,0,181,822,9,22,170,0,12,,,Oklahoma St.,College Stats
5,152,NYG,Cooper Taylor\TaylCo01,DB,23,2015,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,7,,,Richmond,
5,153,ATL,Stansly Maponga\MapoSt00,DE,22,2015,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,4,,1.0,TCU,College Stats
5,154,WAS,Chris Thompson\ThomCh03,RB,22,2018,0,0,0,16,16,55,0,0,0,0,0,213,1056,5,170,1394,10,,,,Florida St.,College Stats
5,155,MIN,Jeff Locke\LockJe00,P,23,2017,0,0,4,6,6,69,0,0,0,0,0,1,-6,0,0,0,0,,,,UCLA,College Stats
5,156,CIN,Tanner Hawkinson\HawkTa00,T,23,2015,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,Kansas,
5,157,SFO,Quinton Dial\DialQu00,DE,23,2017,0,0,2,16,13,59,0,0,0,0,0,0,0,0,0,0,0,90,,4.5,Alabama,College Stats
5,158,SEA,Luke Willson\WillLu00,TE,23,2018,0,0,2,11,10,86,0,0,0,0,0,0,0,0,102,1216,11,4,,,Rice,College Stats
5,159,GNB,Micah Hyde\HydeMi00,DB,22,2018,0,1,2,29,14,94,0,0,0,0,0,0,0,0,0,0,0,295,15,4.0,Iowa,College Stats
5,160,STL,Zac Stacy\StacZa00,RB,22,2015,0,0,1,11,10,35,0,0,0,0,0,357,1355,9,53,358,1,,,,Vanderbilt,College Stats
5,161,DEN,Tavarres King\KingTa00,WR,23,2017,0,0,0,2,,17,0,0,0,0,0,2,3,0,22,303,3,,,,Georgia,College Stats
5,162,WAS,Brandon Jenkins\JenkBr00,DE,23,2013,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Florida St.,College Stats
5,163,CHI,Jordan Mills\MillJo02,T,22,2018,0,0,5,37,13,87,0,0,0,0,0,0,0,0,0,0,0,1,,,Louisiana Tech,
5,164,MIA,Mike Gillislee\GillMi00,RB,22,2018,0,0,0,10,0,36,0,0,0,0,0,274,1291,16,17,103,1,5,,,Florida,College Stats
5,165,DET,Sam Martin\MartSa01,P,23,2018,0,0,6,13,13,90,2,2,27,0,0,2,3,0,0,0,0,2,,,Appalachian St.,
5,166,MIA,Caleb Sturgis\SturCa00,K,24,2018,0,0,4,8,4,68,0,0,0,0,0,0,0,0,0,0,0,6,,,Florida,College Stats
5,167,GNB,Josh Boyd\BoydJo00,DE,24,2015,0,0,0,4,4,26,0,0,0,0,0,0,0,0,0,0,0,16,,,Mississippi St.,College Stats
5,168,BAL,Ricky Wagner\WagnRi00,T,23,2018,0,0,5,34,20,90,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,
6,169,JAX,Josh Evans\EvanJo00,DB,22,2016,0,0,3,13,13,49,0,0,0,0,0,0,0,0,0,0,0,145,,,Florida,College Stats
6,170,KAN,Eric Kush\KushEr00,C,23,2018,0,0,0,7,1,33,0,0,0,0,0,0,0,0,0,0,0,,,,California (PA),
6,171,DET,Corey Fuller\FullCo00,WR,23,2015,0,0,0,3,3,28,0,0,0,0,0,0,0,0,18,288,1,1,,,Virginia Tech,College Stats
6,172,OAK,Nick Kasa\KasaNi00,TE,22,2014,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,9,1,1,,,Colorado,College Stats
6,173,DEN,Vinston Painter\PainVi00,G,23,2017,0,0,0,0,,14,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech,
6,174,ARI,Ryan Swope\SwopRy00,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Texas A&M,College Stats
6,175,CLE,Jamoris Slaughter\SlauJa00,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,Notre Dame,College Stats
6,176,HOU,David Quessenberry\QuesDa00,OL,23,2017,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,San Jose St.,
6,177,BUF,Dustin Hopkins\HopkDu00,K,22,2018,0,0,4,11,,55,0,0,0,0,0,0,0,0,0,0,0,1,,,Florida St.,College Stats
6,178,NYJ,William Campbell\CampWi00,OL,22,2014,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats
6,179,SDG,Tourek Williams\WillTo00,DE,22,2016,0,0,0,5,5,47,0,0,0,0,0,0,0,0,0,0,0,34,,2.0,Florida International,College Stats
6,180,SFO,Nick Moody\MoodNi00,LB,23,2016,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,0,19,,,Florida St.,College Stats
6,181,OAK,Latavius Murray\MurrLa00,RB,23,2018,0,1,3,29,18,77,0,0,0,0,0,899,3698,34,128,883,0,4,,,Central Florida,College Stats
6,182,CAR,Kenjon Barner\BarnKe00,RB,23,2018,0,0,0,3,0,54,0,0,0,0,0,96,388,3,22,130,0,1,,,Oregon,College Stats
6,183,NOR,Rufus Johnson\JohnRu02,DE,23,2015,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Tarleton St.,
6,184,OAK,Mychal Rivera\RiveMy00,TE,22,2016,0,0,1,9,9,61,0,0,0,0,0,0,0,0,146,1413,10,4,,,Tennessee,College Stats
6,185,DAL,DeVonte Holloman\HollDe01,LB,22,2014,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,14,,2.0,South Carolina,College Stats
6,186,PIT,Justin Brown\BrowJu00,WR,22,2014,0,0,0,1,1,8,0,0,0,0,0,0,0,0,12,94,0,,,,Oklahoma,College Stats
6,187,ARI,Andre Ellington\ElliAn00,RB,24,2017,0,0,1,18,17,65,0,0,0,0,0,418,1752,10,151,1368,3,2,,,Clemson,College Stats
6,188,CHI,Cornelius Washington\WashCo00,LB,23,2017,0,0,0,6,3,46,0,0,0,0,0,0,0,0,0,0,0,36,,5.5,Georgia,College Stats
6,189,TAM,Mike James\JameMi00,RB,22,2016,0,0,0,2,2,23,1,1,2,1,0,83,351,0,15,60,0,,,,Miami (FL),College Stats
6,190,CIN,Rex Burkhead\BurkRe00,RB,23,2018,0,0,0,11,5,60,0,0,0,0,0,208,825,8,78,673,5,2,,,Nebraska,College Stats
6,191,WAS,Bacarri Rambo\RambBa00,DB,23,2016,0,0,1,8,1,41,0,0,0,0,0,0,0,0,0,0,0,102,4,2.0,Georgia,College Stats
6,192,IND,John Boyett\BoyeJo00,DB,23,2014,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon,College Stats
6,193,GNB,Nate Palmer\PalmNa01,LB,23,2017,0,0,1,9,7,48,0,0,0,0,0,0,0,0,0,0,0,57,,1.0,Illinois St.,
6,194,SEA,Spencer Ware\WareSp00,RB,21,2018,0,0,1,17,0,40,0,0,0,0,0,340,1580,11,59,676,2,,,,LSU,College Stats
6,195,HOU,Alan Bonner\BonnAl00,WR,22,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Jacksonville St.,
6,196,MIN,Jeff Baca\BacaJe00,G,23,2014,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,
6,197,CIN,Cobi Hamilton\HamiCo00,WR,22,2017,0,0,1,2,0,14,0,0,0,0,0,0,0,0,18,242,2,,,,Arkansas,College Stats
6,198,HOU,Chris Jones\JoneCh04,DT,23,2016,0,0,2,14,,41,0,0,0,0,0,0,0,0,0,0,0,62,,9.0,Bowling Green,College Stats
6,199,DET,Theo Riddick\RiddTh00,RB,22,2018,0,0,1,24,24,84,0,0,0,0,0,288,1023,5,285,2238,14,10,,,Notre Dame,College Stats
6,200,BAL,Kapron Lewis-Moore\LewiKa00,DE,23,2015,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,,,Notre Dame,College Stats
6,201,HOU,Ryan Griffin\GrifRy00,TE,23,2018,0,0,2,10,10,77,0,0,0,0,0,0,0,0,136,1491,7,6,,,Connecticut,College Stats
6,202,TEN,Khalid Wooten\WootKh00,DB,23,2014,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Nevada,College Stats
6,203,BAL,Ryan Jensen\JensRy00,T,22,2018,0,0,2,19,12,51,0,0,0,0,0,0,0,0,0,0,0,,,,,
6,204,KAN,Braden Wilson\WilsBr00,FB,23,,0,0,0,,,,,,,,,,,,,,,,,,Kansas St.,College Stats
6,205,OAK,Stacy McGee\McGeSt01,DT,23,2018,0,0,1,16,10,75,0,0,0,0,0,0,0,0,0,0,0,75,,4.0,Oklahoma,College Stats
6,206,PIT,Vince Williams\WillVi01,LB,23,2018,0,0,3,26,26,93,0,0,0,0,0,0,0,0,0,0,0,244,2,15.0,Florida St.,College Stats
7,207,KAN,Mike Catapano\CataMi00,DE,23,2016,0,0,0,3,1,29,0,0,0,0,0,0,0,0,0,0,0,6,,2.0,Princeton,
7,208,JAX,Jeremy Harris\HarrJe02,DB,22,2015,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,,,New Mexico St.,College Stats
7,209,OAK,Brice Butler\ButlBr00,WR,23,2018,0,0,0,9,3,69,0,0,0,0,0,0,0,0,79,1237,9,1,,,San Diego St.,College Stats
7,210,JAX,Demetrius McCray\McCrDe00,DB,22,2017,0,0,1,8,8,49,0,0,0,0,0,0,0,0,0,0,0,68,,,Appalachian St.,
7,211,DET,Michael Williams\WillMi06,TE,22,2015,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,26,0,,,,Alabama,College Stats
7,212,PHI,Joe Kruger\KrugJo00,DE,21,2014,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,College Stats
7,213,MIN,Michael Mauti\MautMi00,LB,23,2017,0,0,0,5,2,58,0,0,0,0,0,0,0,0,0,0,0,46,,1.0,Penn St.,College Stats
7,214,MIN,Travis Bond\BondTr00,G,22,2014,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina,College Stats
7,215,NYJ,Tommy Bohanon\BohaTo00,RB,22,2018,0,0,2,1,1,68,0,0,0,0,0,26,72,2,29,239,1,1,,,Wake Forest,College Stats
7,216,GNB,Charles Johnson\JohnCh08,WR,24,2016,0,0,0,7,,39,0,0,0,0,0,1,-11,0,60,834,2,1,,,Grand Valley St.,
7,217,CLE,Armonty Bryant\BryaAr00,DE,23,2016,0,0,0,4,3,36,0,0,0,0,0,0,0,0,0,0,0,45,,11.5,East Central (OK),
7,218,PHI,Jordan Poyer\PoyeJo00,DB,22,2018,0,0,2,18,0,79,0,0,0,0,0,1,10,0,0,0,0,224,11,5.0,Oregon St.,College Stats
7,219,ARI,D.C. Jefferson\JeffD.00,TE,24,2013,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Rutgers,College Stats
7,220,SEA,Ryan Seymour\SeymRy00,G,23,2016,0,0,0,2,,13,0,0,0,0,0,0,0,0,0,0,0,,,,Vanderbilt,
7,221,SDG,Brad Sorensen\SoreBr00,QB,25,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Southern Utah,
7,222,BUF,Chris Gragg\GragCh00,TE,23,2015,0,0,0,1,1,32,0,0,0,0,0,0,0,0,24,251,2,,,,Arkansas,College Stats
7,223,PIT,Nick Williams\WillNi01,DT,23,2018,0,0,0,2,,28,0,0,0,0,0,0,0,0,0,0,0,12,,,Samford,
7,224,GNB,Kevin Dorsey\DorsKe01,WR,23,2014,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,4,0,1,,,Maryland,College Stats
7,225,NYG,Eric Herman\HermEr00,OL,23,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio,College Stats
7,226,NWE,Michael Buchanan\BuchMi00,DE,22,2014,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,,2.0,Illinois,College Stats
7,227,CLE,Garrett Gilkey\GilkGa00,T,23,2014,0,0,0,2,1,22,0,0,0,0,0,0,0,0,0,0,0,,,,Chadron St.,
7,228,WAS,Jawan Jamison\JamiJa00,RB,21,,0,0,0,,,,,,,,,,,,,,,,,,Rutgers,College Stats
7,229,MIN,Everett Dawkins\DawkEv00,DT,23,2013,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,College Stats
7,230,IND,Kerwynn Williams\WillKe05,RB,22,2017,0,0,0,6,0,39,0,0,0,0,0,218,971,4,15,126,0,,,,Utah St.,College Stats
7,231,SEA,Ty Powell\PoweTy00,DE,25,2014,0,0,0,1,,19,0,0,0,0,0,0,0,0,0,0,0,17,,1.0,Harding,
7,232,GNB,Sam Barrington\BarrSa00,LB,22,2016,0,0,0,4,4,29,0,0,0,0,0,0,0,0,0,0,0,48,,1.0,South Florida,College Stats
7,233,OAK,David Bass\BassDa00,DE,22,2017,0,0,0,9,,64,0,0,0,0,0,0,0,0,0,0,0,64,2,9.0,Missouri Western St.,
7,234,DEN,Zac Dysert\DyseZa00,QB,23,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (OH),College Stats
7,235,NWE,Steve Beauharnais\BeauSt00,LB,23,2014,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,,,Rutgers,College Stats
7,236,CHI,Marquess Wilson\WilsMa02,WR,20,2016,0,0,0,6,6,31,0,0,0,0,0,0,0,0,56,777,3,,,,Washington St.,College Stats
7,237,SFO,B.J. Daniels\DaniB.00,QB,24,2015,0,0,0,0,,8,1,2,7,0,0,6,6,0,2,18,0,,,,South Florida,College Stats
7,238,BAL,Aaron Mellette\MellAa00,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Elon,
7,239,PHI,David King\KingDa00,DE,23,2017,0,0,0,1,,17,0,0,0,0,0,0,0,0,0,0,0,4,,2.5,Oklahoma,College Stats
7,240,CIN,Reid Fragel\FragRe00,OL,22,2015,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,
7,241,SEA,Jared Smith\SmitJa02,DT,23,,0,0,0,,,,,,,,,,,,,,,,,,New Hampshire,
7,242,SEA,Michael Bowie\BowiMi00,T,21,2014,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,,,,,
7,243,ATL,Kemal Ishmael\IshmKe00,DB,22,2018,0,0,1,12,12,81,0,0,0,0,0,0,0,0,0,0,0,149,5,1.0,Central Florida,College Stats
7,244,ATL,Zeke Motta\MottZe00,DB,23,2014,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,8,,,Notre Dame,College Stats
7,245,DET,Brandon Hepburn\HepbBr00,LB,23,2014,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Florida A&M,
7,246,SFO,Carter Bykowski\BykoCa00,OL,23,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa St.,College Stats
7,247,BAL,Marc Anthony\AnthMa00,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,California,College Stats
7,248,TEN,Daimion Stafford\StafDa00,DB,22,2016,0,0,0,7,7,62,0,0,0,0,0,0,0,0,0,0,0,90,2,3.0,Nebraska,College Stats
7,249,ATL,Sean Renfree\RenfSe00,QB,23,2015,0,0,0,0,0,2,3,7,11,0,1,1,-4,0,0,0,0,,,,Duke,College Stats
7,250,MIA,Don Jones\JoneDo02,DB,23,2016,0,0,0,2,1,56,0,0,0,0,0,0,0,0,0,0,0,21,,,Arkansas St.,College Stats
7,251,CIN,T.J. Johnson\JohnTJ00,C,23,2017,0,0,0,4,4,45,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina,
7,252,SFO,Marcus Cooper\CoopMa00,DB,23,2018,0,0,1,13,,74,0,0,0,0,0,0,0,0,0,0,0,144,7,,Rutgers,College Stats
7,253,NYG,Michael Cox\CoxxMi00,RB,24,2014,0,0,0,0,0,18,0,0,0,0,0,26,76,0,5,21,0,3,,,Massachusetts,College Stats
7,254,IND,Justice Cunningham\CunnJu00,TE,22,2015,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,,,,South Carolina,College Stats